texto,opinion
"""I absolutely do not recommend  this pill to anyone. I was given the RX because I have been bleeding for 10 weeks passing several clots and I because weak and dizzy a few days ago. They told me my other pill was not strong or good enough. This is my 2nd day and I&#039;ve thrown  up nearly all day. My stomach has ached and cramped so very badly that not even the hydrocodone RX&#039;d  will ease the pain. My vision is blurry, my head is in a constant pounding sensation. I am still weak and I am still bleeding! Probably wouldn&#039;t even give this pill to my dog to prevent her from getting pregnant it is not worth it and no it wasn&#039;t worth the money!""",0
The share subscription period will expire on 30 September 2007 .,0
"""I got switched to this medicine after tapering off Effexor. It was tough at first, but I am now feeling more like myself than I have in years. Thank you cymbalta""",1
"""This drug worked miracles for me.  I&#039;m in my mid-30s and never had anxiety problems until about a year ago. I finally went to a doctor about it.  He prescribed me Klonopin and Lexapro.  I was skeptical about what a drug would do since my anxiety was so extreme, but, after a couple days on Klonopin it wiped all of the anxiety away and I was back to normal.  I definitely recommend it.""",1
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,1
"""The B&N Nook is a great device. The hardware in it makes sure there is no lag or waits while watching videos",1
"""I use to be addicted to xanax even though my first doctor in NC told me the drug was not addicted. I have gone from taking 3mg of xanax to almost not taking the drug at all.  I can focus much better and the sleep is unbelievable. A dreamlike state.  I sometimes sleep through my first alarm,  but eventually wake up.  At first I feel groggy, but after a shower I feel great. I feel like with any other drug your body builds up a tolerance and my doctor has gradually increases my dosage. This is a wonder drug for me.  I wish I would have known about it before getting addicted to xanax. The blurred vision eventually goes away.""",1
@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR,1
@united that would have been nice earlier  today. Too Late Flight now. I hope.,0
@USAirways @nanceebing 4 hour hold times at the moment...and counting. #disgrace,0
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",1
&lt;3 my tpf girls  @xoohhsostunning @itsLissa @kickingcouture @tokyodiamonds @ishanney @itsnicole @Socaltrojan @Angela_89 @beautysentiment,1
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",0
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,1
graduation rehearsal tomorrow. and cleaning the house. finishing up packing up the rest of my house. ,0
"""@USAirways Iâve had my flight Cancelled Flightled twice now",0
"""So I began the pill 3 months ago and all was well for like 3 weeks then once it came time for my period it lasted 17 days, no joke. It was horrible, no pain really but just way too long and annoying now on the 3 month mark I have been having symptoms of IBS and acid reflux so nauseous all the time and very bloated and crampy, not to mention my anxiety of pregnancy has sky rocketed due to these side effects and the fact my period is so light and only last 4 to 6 days, with no symptoms. It is nice but how am I supposed to know I&#039;m for sure not pregnant. It is horrible can&#039;t wait to go to my appointment. I also have gained around 5 pounds that I cant drop in only 3 months. It is horrible for me at least""",0
"""The medicine immediately gave me the worst taste in my mouth after the first pill and I started to feel nauseous by the 2nd tablet. By my third dose I started having severe diarrhea (25 extremely loose stools within an 8 hour period). I&#039;ve had stomach cramping and in general have felt worse then when I started the medication. I had loss of appetite about 8 hours after the first dose as well. At this point I&#039;ve stopped the medication and am waiting to see my doctor tomorrow to request a different non oral medication. My dosage was 500mg twice a day orally for 7 days. Only made it to 3 doses all of which I ate with a meal before I couldn&#039;t take anymore. The metallic taste seems to be worse if the pill touches your tongue.""",0
@united Why isn't the flight status updated to delayed UA1532 no board,0
"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",0
@prince4jc yeah problems transferring to a new server. Should be back up in a day or so ,0
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",0
Booked for 2 days for a family vacation while in miami ..big mistake. Still on my first day and I could not wait to write a review.dont know where to start but hotel was around 200 cad a night with nothing included.upon arrival the check in was quick but not welcoming at all.the Asian girl had a very bad attitude.I... More,0
Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red #productred #aids #founda... http://t.co/Zfgt6VPJMz,1
"""I began Saphris after a 4-day stay in the hospital for depression.  Received no info on warnings or interactions.? At first, things seemed fine; neither good or bad. By the next spring, I found I could stay up without feeling tired for 24 hrs. By that summer I felt like superwoman, now having the ability to easily go 3-4 nights without sleep or sleepiness.  Explain this to the psychiatrist, he DOUBLED the dose of prescribed Saphris.  I had 4 car accidents that year. All my fault but totally unexplainable. I did not feel inebriated. My mood darkened and by November I tried to commit suicide. I spent 9 days in ICU.  I can&#039;t explain why I tried suicide. Saphris side effects continued. I took myself off it and within a yr, all side effects gone""",0
"""It&#039;s amazing. Zero side effects. I feel &quot;Normal&quot;. These reviews scared me but my Dr encouraged me to try for myself and see.

Lexapro put 10 kilos on me.
Edeonax made me the sickest I have ever been in my life and was a bloody nightmare. After that ordeal I was so scared to take Cymbalta.

My energy is amazing now.
Anxiety, panic attacks and social anxiety feel mild but manageable- like I have a chance.""",1
Works fine when I use it to connect my android tablet to TV. Only used it 6or7 times but happy for now.,1
"""@AmericanAir Really?They closed the gate at 10:30 instead of40.I got there at 10:39. If u wudda put in my ktn like I asked",0
"""This was needed to mount a 32"""" LCD that weighs 27 lbs in my bedroom. I looked at another mount by the same company but it did not articulate so I was worried I wouldn't be able to achieve the viewing angles that I needed. So I found this one & went w/ it based on the high reviews. I could not be more pleased.1) PRICE - If you were to go to the big electronics store (BB) or the big box monster (WM) you would pay hundreds. I can't fathom those more expensive mounts doing anything that this one does not. Does it cook dinner for me? Why pay $100-$250 for a mount when you can get this one for $29.99 & oh",1
